,cas_rides_in,cas_rides_out,hour,station,sub_rides_in,sub_rides_out,weekday
9736,1,0,14,31010.0,1,1,1
9737,0,0,2,31103.0,0,1,2
9738,0,0,7,31019.0,0,1,3
9739,0,0,5,31260.0,0,2,2
9740,0,0,8,31224.0,52,8,3
9741,0,1,22,31255.0,6,5,5
9742,2,1,10,31265.0,5,15,6
9743,0,0,21,31270.0,1,5,2
9744,0,0,16,31019.0,2,1,3
9745,1,0,17,31117.0,6,13,6
9746,0,1,17,31004.0,7,1,1
9747,0,0,1,31100.0,0,2,6
9748,0,0,21,31612.0,7,7,5
9749,3,6,11,31241.0,15,14,0
9750,0,0,22,31227.0,0,3,1
9751,0,0,13,31407.0,1,2,5
9752,0,1,21,31005.0,0,1,6
9753,2,1,23,31102.0,10,9,4
9754,0,0,0,31268.0,4,3,3
9755,5,1,19,31229.0,34,25,6
9756,3,5,19,31231.0,5,11,2
9757,0,0,10,31403.0,0,1,1
9758,0,0,7,31049.0,0,2,4
9759,0,0,13,31404.0,2,3,1
9760,0,1,16,31050.0,1,3,5
9761,0,0,16,31119.0,3,2,6
9762,0,0,19,31047.0,6,1,0
9763,1,7,18,31246.0,27,35,3
9764,0,0,20,31220.0,2,5,4
9765,1,2,6,31200.0,20,6,0
9766,2,0,0,31312.0,1,1,5
9767,1,0,7,31232.0,21,12,1
9768,0,0,7,31513.0,0,3,0
9769,5,4,12,31231.0,11,6,3
9770,0,2,0,31214.0,15,12,5
9771,1,0,8,31020.0,7,1,2
9772,0,1,18,31030.0,9,1,1
9773,0,0,8,31245.0,5,8,5
9774,0,0,7,31043.0,5,4,2
9775,0,0,21,31300.0,7,2,3
9776,4,3,12,31605.0,6,4,4
9777,3,5,15,31254.0,7,10,5
9778,1,0,20,31616.0,9,7,6
9779,4,3,19,31101.0,41,37,2
9780,0,0,17,31502.0,1,6,3
9781,1,0,16,31630.0,4,3,5
9782,0,2,17,31023.0,5,2,5
9783,4,2,22,31257.0,8,7,4
9784,1,1,19,31220.0,0,7,3
9785,1,0,17,31600.0,62,25,0
9786,5,2,15,31263.0,8,6,2
9787,1,0,9,31503.0,8,12,5
9788,1,5,11,31227.0,5,1,6
9789,4,2,18,31264.0,8,10,0
9790,2,3,20,31301.0,1,1,5
9791,0,0,23,31213.0,5,5,3
9792,4,3,18,31602.0,21,30,5
9793,4,5,13,31263.0,1,10,6
9794,0,0,9,31709.0,0,1,0
9795,0,0,21,31121.0,0,3,2
9796,1,1,13,31035.0,0,2,5
9797,10,8,17,31618.0,11,12,5
9798,0,1,2,31267.0,1,2,6
9799,17,7,14,31222.0,9,2,1
9800,0,0,20,31301.0,3,1,6
9801,0,0,5,31253.0,0,1,2
9802,0,0,20,31027.0,4,1,0
9803,1,1,12,31406.0,2,2,3
9804,1,0,8,31217.0,28,1,3
9805,1,0,22,31264.0,1,2,5
9806,0,0,11,31512.0,1,1,6
9807,0,0,6,31029.0,0,1,5
9808,0,8,11,31254.0,5,5,0
9809,0,0,4,31202.0,0,1,2
9810,2,0,22,31212.0,4,5,1
9811,0,2,7,31624.0,9,2,5
9812,0,0,6,31041.0,0,1,3
9813,32,20,14,31225.0,24,9,5
9814,0,3,9,31100.0,9,2,0
9815,0,0,17,31802.0,2,3,0
9816,0,0,22,31014.0,7,5,4
9817,9,7,19,31222.0,4,5,6
9818,2,1,19,31216.0,7,12,2
9819,0,0,8,32014.0,0,1,0
9820,7,11,20,31232.0,15,24,0
9821,0,0,21,31065.0,2,1,5
9822,0,0,22,31250.0,1,8,2
9823,8,3,16,31110.0,21,23,6
9824,2,1,19,31100.0,2,15,0
9825,1,0,18,31255.0,15,26,3
9826,1,1,6,31227.0,14,1,0
9827,0,1,3,31005.0,0,1,6
9828,3,1,10,31271.0,4,1,3
9829,4,0,7,31263.0,18,12,1
9830,0,0,20,31119.0,1,1,6
9831,4,0,12,31216.0,12,14,3
9832,1,0,11,31118.0,0,4,1
9833,0,0,19,31507.0,0,2,6
9834,0,1,8,31031.0,1,15,2
9835,0,0,18,31023.0,8,1,1
9836,0,0,9,31634.0,3,1,3
9837,0,1,8,31234.0,13,5,5
9838,0,2,16,31307.0,5,6,4
9839,0,2,19,31211.0,1,1,6
9840,11,22,15,31261.0,3,5,5
9841,4,4,14,31605.0,7,8,0
9842,0,5,1,31268.0,4,8,6
9843,0,0,6,31239.0,30,3,3
9844,0,4,17,31213.0,39,59,3
9845,0,0,10,31011.0,1,1,2
9846,1,0,18,31627.0,4,7,6
9847,0,3,17,31030.0,2,1,5
9848,0,0,15,31303.0,7,6,0
9849,1,1,13,31008.0,2,3,4
9850,0,0,22,31008.0,0,1,0
9851,0,0,6,31603.0,16,8,4
9852,1,3,19,31231.0,2,4,3
9853,1,6,15,31272.0,3,6,2
9854,1,1,7,31265.0,5,5,4
9855,3,5,11,31204.0,6,8,6
9856,0,2,18,31259.0,1,7,0
9857,4,4,15,31223.0,19,13,6
9858,0,0,23,31220.0,0,2,3
9859,3,6,18,31611.0,13,9,5
9860,10,11,13,31236.0,8,7,6
9861,0,0,0,31007.0,3,5,5
9862,9,2,11,31618.0,8,6,0
9863,0,0,21,31118.0,6,4,2
9864,1,2,13,31026.0,2,3,5
9865,0,2,5,31603.0,0,1,5
9866,49,26,10,31247.0,11,4,6
9867,1,0,17,31630.0,8,3,0
9868,0,1,16,31037.0,6,5,3
9869,1,1,2,31203.0,8,2,5
9870,2,7,11,31263.0,5,4,0
9871,0,0,4,31229.0,1,2,2
9872,3,2,22,31205.0,2,6,1
9873,5,2,13,31263.0,5,6,4
9874,1,0,19,31209.0,6,4,2
9875,1,0,15,31404.0,3,4,4
9876,0,0,7,31103.0,9,40,4
9877,1,1,15,31041.0,3,2,6
9878,0,0,7,31012.0,8,1,1
9879,0,4,22,31257.0,12,9,2
9880,4,3,18,31260.0,10,13,3
9881,0,0,21,31405.0,0,2,5
9882,4,5,20,31217.0,0,2,4
9883,0,0,6,31218.0,1,7,0
9884,0,0,22,31626.0,6,2,1
9885,1,0,13,31039.0,1,3,3
9886,0,0,13,31801.0,1,1,2
9887,0,0,23,31267.0,6,4,1
9888,1,1,7,31254.0,37,1,1
9889,0,0,15,31703.0,0,1,1
9890,2,2,20,31110.0,15,6,6
9891,1,0,12,31209.0,2,1,3
9892,0,0,11,31109.0,6,4,1
9893,0,3,7,31306.0,0,25,3
9894,0,0,8,31038.0,7,1,2
9895,2,3,12,31603.0,13,17,2
9896,1,0,13,31005.0,1,1,1
9897,1,1,18,31105.0,13,19,6
9898,5,0,18,31202.0,39,15,6
9899,0,0,11,31051.0,0,1,3
9900,8,6,15,31236.0,5,7,5
9901,1,0,10,31245.0,5,10,4
9902,1,0,14,31406.0,1,3,1
9903,0,0,6,31244.0,19,2,3
9904,0,0,10,31018.0,0,1,2
9905,0,0,17,31033.0,3,1,5
9906,3,1,23,31110.0,6,4,6
9907,0,0,6,31610.0,3,10,4
9908,0,2,10,31266.0,0,2,0
9909,0,0,16,32013.0,0,1,4
9910,0,1,14,31048.0,0,2,3
9911,0,0,23,31024.0,0,3,2
9912,1,0,16,31401.0,7,5,3
9913,5,9,11,31213.0,12,4,6
9914,2,1,9,31272.0,15,1,4
9915,0,0,18,31250.0,6,30,0
9916,0,2,15,31224.0,6,6,6
9917,1,0,2,31607.0,2,1,5
9918,0,1,23,31231.0,0,2,3
9919,0,0,4,31115.0,0,5,4
9920,4,2,13,31245.0,12,16,6
9921,1,1,11,31627.0,0,4,0
9922,1,0,21,31111.0,18,23,2
9923,1,1,13,31021.0,3,5,5
9924,0,0,5,31610.0,0,1,5
9925,9,8,9,31243.0,8,6,0
9926,0,0,8,31203.0,13,44,3
9927,9,12,10,31238.0,4,4,6
9928,1,0,18,31303.0,6,4,6
9929,0,1,2,31007.0,0,1,6
9930,2,3,19,31613.0,35,51,2
9931,0,0,17,31118.0,8,1,2
9932,0,0,3,31306.0,0,1,6
9933,4,3,17,31225.0,25,25,1
9934,0,1,16,31224.0,3,16,0
9935,0,1,12,31614.0,6,5,1
9936,0,0,18,31306.0,8,4,4
9937,1,0,11,31268.0,1,4,0
9938,2,1,15,31029.0,0,5,5
9939,0,4,12,31503.0,14,23,6
9940,0,1,20,31407.0,0,2,1
9941,0,1,10,31108.0,10,15,1
9942,0,0,6,31103.0,1,8,3
9943,1,1,9,31235.0,16,5,2
9944,0,0,8,31616.0,8,31,3
9945,0,0,11,31513.0,0,1,1
9946,0,0,15,31007.0,1,2,0
9947,17,18,13,31240.0,1,4,4
9948,6,1,19,31202.0,28,26,2
9949,1,0,16,31105.0,12,16,0
9950,0,2,22,31232.0,4,9,2
9951,1,1,14,31608.0,4,4,4
9952,1,0,3,31223.0,3,1,6
9953,1,0,18,31269.0,3,10,3
9954,1,0,22,31619.0,13,2,1
9955,0,0,13,31030.0,2,3,3
9956,2,9,23,31258.0,2,2,1
9957,0,0,6,31632.0,1,2,3
9958,4,5,14,31624.0,14,8,5
9959,1,0,12,31202.0,11,11,3
9960,0,2,12,31610.0,8,6,2
9961,0,1,9,31616.0,6,18,3
9962,0,1,8,31207.0,5,28,1
9963,2,2,19,31602.0,33,31,3
9964,2,2,18,31112.0,2,3,6
9965,2,4,9,31110.0,12,9,6
9966,0,1,6,31622.0,1,11,4
9967,1,1,19,31503.0,27,9,0
9968,0,1,11,31042.0,0,2,3
9969,60,53,15,31243.0,12,9,5
9970,0,0,5,31312.0,0,3,1
9971,1,0,22,31113.0,7,6,6
9972,5,0,18,31100.0,6,25,2
9973,0,0,23,31621.0,0,1,1
9974,0,0,3,31267.0,1,1,6
9975,0,0,10,31407.0,0,1,3
9976,1,1,10,31025.0,0,1,2
9977,0,0,7,31632.0,0,6,3
9978,0,0,17,31120.0,0,2,1
9979,3,3,8,31106.0,10,1,6
9980,8,5,18,31203.0,70,32,3
9981,0,0,9,31265.0,8,8,4
9982,2,2,18,31245.0,40,14,0
9983,11,6,15,31201.0,53,54,6
9984,0,0,11,31632.0,2,2,0
9985,68,53,12,31248.0,11,13,5
9986,0,0,13,31012.0,2,1,5
9987,1,0,7,31223.0,14,26,3
9988,0,0,20,31406.0,0,1,6
9989,0,0,8,31004.0,0,8,3
9990,8,7,10,31624.0,21,18,0
9991,2,1,17,31617.0,6,1,0
9992,1,0,19,31606.0,16,16,2
9993,4,3,17,31111.0,40,22,2
9994,0,0,13,31001.0,1,3,2
9995,3,1,17,31216.0,11,50,1
9996,4,3,15,31036.0,0,1,5
9997,1,3,12,31606.0,13,18,6
9998,0,0,10,31117.0,1,1,1
9999,0,0,0,31303.0,1,2,0
10000,3,1,8,31624.0,87,32,0
10001,2,4,9,31240.0,1,5,2
10002,9,4,14,31204.0,7,3,5
10003,0,0,15,31012.0,1,1,0
10004,5,2,13,31233.0,10,9,4
10005,0,0,11,31119.0,2,2,4
10006,1,0,16,31112.0,3,3,0
10007,0,0,15,31052.0,0,1,6
10008,2,0,21,31625.0,7,7,0
10009,1,0,16,31060.0,1,1,5
10010,1,0,9,31250.0,5,2,6
10011,7,3,16,31203.0,38,27,6
10012,2,0,3,31200.0,2,5,6
10013,0,0,10,31037.0,6,3,4
10014,1,1,18,31034.0,2,5,0
10015,0,0,20,31707.0,0,1,3
10016,3,2,23,31249.0,0,1,1
10017,3,1,17,31111.0,41,13,3
10018,17,5,16,31241.0,18,25,5
10019,1,0,15,31269.0,2,4,1
10020,1,0,7,31223.0,2,1,6
10021,0,0,14,31617.0,6,4,5
10022,0,0,22,31013.0,2,2,3
10023,1,0,7,31268.0,5,5,3
10024,0,0,10,31636.0,0,1,5
10025,2,1,23,31603.0,2,4,6
10026,0,1,18,31050.0,3,2,1
10027,4,3,8,31212.0,66,32,1
10028,3,2,19,31613.0,33,43,3
10029,1,1,12,31503.0,6,7,4
10030,0,0,9,31119.0,1,3,6
10031,0,0,16,31310.0,3,3,6
10032,4,10,16,31264.0,10,13,4
10033,3,1,16,31628.0,17,15,1
10034,1,0,12,31615.0,9,4,4
10035,0,0,11,31037.0,4,7,3
10036,10,6,14,31101.0,37,41,6
10037,1,2,22,31104.0,13,12,6
10038,8,6,13,31110.0,23,21,6
10039,0,0,1,31257.0,1,1,3
10040,0,0,13,31401.0,0,4,0
10041,0,1,17,31508.0,7,6,0
10042,6,5,11,31215.0,3,3,4
10043,1,0,15,31117.0,2,7,4
10044,0,1,8,31117.0,1,6,6
10045,1,1,18,31208.0,10,18,3
10046,1,1,18,31236.0,8,13,0
10047,0,4,20,31111.0,29,24,2
10048,1,1,17,31628.0,45,18,1
10049,1,1,0,31026.0,0,1,5
10050,0,0,4,31611.0,0,1,2
10051,13,17,12,31241.0,17,16,5
10052,0,0,9,31617.0,0,4,0
10053,0,2,13,31007.0,3,3,5
10054,0,0,7,31230.0,40,3,3
10055,0,0,8,31402.0,0,16,1
10056,2,3,11,31103.0,15,36,5
10057,1,2,13,31014.0,10,4,2
10058,0,0,17,31211.0,12,12,1
10059,1,0,6,31605.0,20,10,2
10060,0,2,1,31113.0,0,4,6
10061,0,0,12,31500.0,3,1,1
10062,4,6,12,31609.0,5,7,6
10063,8,9,13,31610.0,28,20,5
10064,7,3,9,31249.0,1,4,2
10065,0,0,21,31224.0,3,6,1
10066,0,1,15,31021.0,0,1,0
10067,0,0,13,31502.0,3,1,0
10068,2,1,19,31116.0,28,15,2
10069,1,2,11,31108.0,10,10,4
10070,1,0,20,31015.0,3,2,5
10071,3,3,16,31226.0,3,7,6
10072,4,5,16,31228.0,17,20,2
10073,0,0,15,31404.0,4,3,6
10074,0,0,19,32013.0,1,2,4
10075,1,0,4,31614.0,0,1,1
10076,0,1,18,31029.0,3,5,0
10077,1,4,15,31622.0,13,15,5
10078,0,1,13,31012.0,0,1,3
10079,5,5,16,31262.0,8,8,5
10080,0,0,20,31211.0,1,1,6
10081,1,0,7,31208.0,2,2,6
10082,1,1,10,31629.0,6,6,5
10083,0,1,18,31043.0,6,4,1
10084,1,0,8,31221.0,56,13,1
10085,0,0,2,31506.0,5,1,4
10086,0,0,19,31406.0,5,3,4
10087,2,2,16,31621.0,16,18,1
10088,0,0,5,31266.0,0,3,1
10089,1,0,13,31119.0,2,6,6
10090,0,1,0,31622.0,5,2,5
10091,1,0,6,31267.0,1,3,3
10092,0,0,7,31245.0,0,3,6
10093,0,0,20,31401.0,14,5,4
10094,1,1,6,31007.0,3,4,2
10095,0,0,7,31618.0,3,21,3
10096,0,1,22,31300.0,0,4,4
10097,2,7,9,31200.0,50,62,2
10098,2,2,11,31627.0,9,6,5
10099,0,2,10,31112.0,4,3,6
10100,0,0,7,31301.0,5,3,4
10101,0,0,17,31504.0,3,5,2
10102,0,0,8,31220.0,4,1,6
10103,6,5,18,31217.0,5,18,3
10104,1,2,11,31112.0,1,3,6
10105,0,0,4,31618.0,0,1,4
10106,4,2,20,31230.0,7,17,2
10107,16,9,17,31623.0,96,139,1
10108,12,8,13,31264.0,18,5,6
10109,0,0,14,31802.0,0,2,6
10110,11,6,12,31238.0,10,9,5
10111,0,0,9,31626.0,1,3,0
10112,2,2,12,31117.0,10,16,6
10113,1,1,20,31025.0,2,4,1
10114,0,0,7,31201.0,16,45,3
10115,0,0,10,31234.0,4,6,1
10116,0,0,5,31302.0,0,2,2
10117,0,0,9,31621.0,14,8,2
10118,0,0,7,31802.0,2,2,2
10119,0,0,14,31632.0,0,1,3
10120,1,0,8,31264.0,32,8,2
10121,0,0,9,31506.0,0,6,1
10122,6,3,11,31256.0,7,4,4
10123,2,1,19,31204.0,5,7,4
10124,0,0,21,31040.0,0,3,3
10125,0,0,13,31023.0,1,5,2
10126,5,1,17,31202.0,44,26,1
10127,1,0,1,31110.0,5,6,6
10128,1,0,12,31509.0,1,2,1
10129,0,1,3,31616.0,0,2,0
10130,1,3,15,31018.0,1,1,5
10131,7,4,13,31605.0,10,16,5
10132,0,0,10,31119.0,0,4,4
10133,0,0,5,31203.0,3,2,2
10134,1,0,9,31270.0,5,4,2
10135,1,1,21,31219.0,0,1,1
10136,0,0,15,31026.0,0,1,0
10137,1,4,8,31623.0,162,132,2
10138,1,1,19,31109.0,31,12,2
10139,0,2,18,31039.0,2,4,6
10140,8,6,9,31232.0,19,2,6
10141,0,2,20,31020.0,0,4,5
10142,3,0,16,31221.0,5,7,6
10143,0,1,16,31223.0,16,9,2
10144,0,0,7,31631.0,1,15,0
10145,1,1,16,31707.0,0,1,4
10146,0,0,23,31233.0,2,3,4
10147,0,1,18,31020.0,6,9,0
10148,0,0,6,31022.0,1,2,0
10149,3,1,15,31629.0,0,5,5
10150,0,2,23,31239.0,5,9,1
10151,0,4,7,31306.0,0,24,1
10152,2,7,20,31202.0,13,17,6
10153,0,1,7,31201.0,6,5,6
10154,0,0,7,31254.0,44,2,3
10155,0,2,10,31622.0,8,15,5
10156,1,0,8,31002.0,8,4,2
10157,0,2,18,31100.0,4,28,1
10158,3,2,8,31106.0,26,55,1
10159,6,8,16,31312.0,2,4,6
10160,5,3,18,31212.0,12,16,6
10161,0,0,23,31305.0,1,1,6
10162,0,1,6,31506.0,1,5,6
10163,1,3,14,31059.0,0,1,6
10164,0,0,22,31307.0,3,4,1
10165,0,1,9,31010.0,0,2,6
10166,1,0,0,31631.0,2,2,5
10167,1,6,19,31271.0,1,4,1
10168,1,0,12,31634.0,1,1,5
10169,0,0,20,31309.0,1,1,0
10170,0,0,5,31203.0,1,2,5
10171,0,0,18,31513.0,2,2,1
10172,0,2,18,31302.0,15,7,2
10173,0,0,0,31017.0,1,3,3
10174,4,3,10,31238.0,7,2,0
10175,0,0,11,31210.0,0,1,4
10176,0,0,2,31610.0,0,1,3
10177,2,0,18,31230.0,12,53,3
10178,0,0,20,31209.0,0,1,2
10179,1,1,18,31400.0,17,13,5
10180,0,0,19,31501.0,3,2,5
10181,2,4,12,31220.0,4,3,6
10182,0,1,20,31014.0,3,5,1
10183,0,0,14,31207.0,1,3,1
10184,0,0,7,31208.0,35,3,3
10185,2,1,12,31100.0,11,18,2
10186,0,1,9,31626.0,3,7,2
10187,0,0,20,31018.0,3,1,0
10188,3,3,18,31267.0,6,5,6
10189,1,0,14,31625.0,5,3,3
10190,18,16,11,31249.0,6,4,4
10191,0,0,0,31117.0,3,5,6
10192,0,3,19,31213.0,9,10,4
10193,0,0,12,31019.0,3,2,0
10194,7,10,16,31243.0,10,24,2
10195,0,1,7,31203.0,15,33,0
10196,1,0,16,31202.0,27,11,0
10197,0,0,7,31708.0,1,1,0
10198,2,2,11,31304.0,0,2,0
10199,0,0,6,31003.0,0,1,3
10200,1,2,10,31110.0,8,13,4
10201,0,0,5,31224.0,1,6,2
10202,0,0,22,31305.0,1,4,0
10203,0,0,8,31630.0,1,13,2
10204,1,0,15,31012.0,0,3,2
10205,6,20,9,31241.0,8,15,6
10206,0,0,20,31029.0,0,1,5
10207,1,0,23,31611.0,3,3,0
10208,0,0,2,31401.0,0,1,4
10209,0,0,3,31115.0,3,2,6
10210,0,0,7,31620.0,14,1,0
10211,0,0,1,31625.0,0,1,0
10212,2,1,18,31015.0,11,15,0
10213,2,0,17,31259.0,0,3,6
10214,3,1,22,31234.0,5,4,6
10215,4,0,0,31251.0,7,1,5
10216,2,1,15,31234.0,11,7,1
10217,2,0,20,31221.0,4,2,6
10218,1,0,21,31305.0,8,5,1
10219,0,0,22,31032.0,1,1,3
10220,0,1,7,31257.0,35,15,3
10221,0,0,19,31705.0,0,2,6
10222,0,2,8,31115.0,1,25,1
10223,0,0,8,31065.0,1,1,0
10224,0,0,14,31035.0,1,2,4
10225,0,0,16,31801.0,5,1,3
10226,1,0,1,31620.0,0,4,5
10227,3,2,11,31014.0,6,7,3
10228,6,4,12,31627.0,11,5,5
10229,1,0,20,31300.0,11,2,0
10230,0,0,18,31634.0,2,1,6
10231,1,1,18,31506.0,42,17,1
10232,0,0,13,31102.0,4,5,4
10233,0,1,9,31230.0,32,12,2
10234,12,2,10,31249.0,5,5,0
10235,0,0,7,31407.0,1,2,2
10236,0,0,6,31105.0,5,12,1
10237,0,0,0,31513.0,0,1,6
10238,0,0,1,31227.0,1,1,5
10239,5,0,18,31111.0,38,10,3
10240,0,0,1,31244.0,0,1,4
10241,2,2,20,31236.0,3,6,5
10242,3,0,15,31117.0,4,12,6
10243,0,1,0,31017.0,1,6,5
10244,2,1,19,31508.0,4,5,5
10245,17,15,12,31231.0,14,4,6
10246,3,2,13,31224.0,9,8,5
10247,0,0,15,31634.0,3,2,3
10248,0,0,10,31252.0,6,1,1
10249,0,0,10,31514.0,0,1,4
10250,0,0,6,31012.0,1,1,4
10251,1,0,8,31024.0,19,9,3
10252,7,7,17,31623.0,95,119,0
10253,1,2,19,31506.0,18,11,2
10254,0,0,4,31607.0,1,1,0
10255,0,0,8,31039.0,1,2,5
10256,6,6,11,31238.0,11,2,4
10257,0,0,0,31108.0,8,3,6
10258,0,0,13,31037.0,4,4,2
10259,0,1,7,31224.0,25,4,0
10260,0,0,8,31054.0,0,2,4
10261,0,3,15,31000.0,0,2,5
10262,0,0,14,31503.0,6,5,1
10263,0,0,9,31801.0,0,6,0
10264,0,0,4,31117.0,0,1,6
10265,1,0,21,31613.0,14,22,2
10266,6,6,11,31623.0,22,25,2
10267,6,0,10,31225.0,6,4,4
10268,0,0,5,31217.0,1,1,2
10269,0,0,22,31404.0,2,1,3
10270,2,5,13,31269.0,5,4,4
10271,0,0,20,31015.0,4,3,2
10272,0,0,15,31021.0,1,3,2
10273,1,6,9,31229.0,19,33,5
10274,0,1,1,31200.0,2,4,2
10275,3,1,16,31201.0,51,36,2
10276,0,0,15,31303.0,6,3,6
10277,0,0,1,31618.0,0,1,0
10278,0,0,1,31023.0,0,1,3
10279,0,0,18,31006.0,7,3,0
10280,0,0,6,31032.0,0,1,0
10281,1,0,20,31239.0,9,20,3
10282,0,1,4,31600.0,3,2,6
10283,4,1,18,31104.0,16,21,5
10284,1,3,22,31257.0,4,12,6
10285,1,1,0,31256.0,1,3,5
10286,4,5,15,31241.0,20,16,1
10287,0,1,10,31617.0,0,2,2
10288,1,0,7,31232.0,22,12,3
10289,0,0,8,31120.0,0,5,1
10290,0,0,17,32003.0,0,1,6
10291,0,0,5,31629.0,0,2,0
10292,0,2,14,31026.0,0,1,4
10293,1,3,16,31236.0,9,23,4
10294,1,1,8,31602.0,6,6,6
10295,0,0,1,31631.0,2,3,5
10296,3,2,18,31209.0,2,2,6
10297,1,0,17,31005.0,3,6,0
10298,12,7,14,31041.0,7,3,6
10299,0,0,6,31267.0,0,2,5
10300,0,0,5,31239.0,7,3,1
10301,3,2,12,31209.0,6,3,5
10302,0,0,18,31055.0,0,3,2
10303,0,0,19,31253.0,3,22,1
10304,3,2,12,31616.0,13,27,5
10305,0,0,10,31004.0,0,1,2
10306,8,2,10,31256.0,3,2,0
10307,0,0,23,31017.0,1,5,2
10308,2,1,1,31202.0,2,7,5
10309,1,0,18,31116.0,48,16,3
10310,1,1,20,31245.0,16,14,5
10311,0,0,18,31402.0,2,2,2
10312,0,0,13,31402.0,1,1,4
10313,1,5,12,31206.0,6,1,6
10314,30,26,13,31219.0,13,7,5
10315,1,0,23,31225.0,4,1,5
10316,3,2,15,31621.0,4,10,3
10317,1,1,9,31252.0,5,3,0
10318,0,0,8,31310.0,0,13,1
10319,0,0,8,31017.0,27,7,3
10320,2,2,8,31237.0,44,34,2
10321,1,1,16,31100.0,7,12,3
10322,0,0,8,31028.0,0,1,5
10323,1,1,19,31227.0,6,16,4
10324,0,0,13,31050.0,0,1,2
10325,1,1,7,31217.0,20,1,0
10326,0,0,6,31101.0,1,4,5
10327,0,0,21,31503.0,11,7,5
10328,2,0,18,31616.0,20,18,4
10329,0,0,22,31012.0,1,2,1
10330,0,1,14,31504.0,0,2,1
10331,1,2,20,31609.0,7,10,1
10332,4,5,11,31624.0,17,12,2
10333,0,1,10,31602.0,7,2,3
10334,2,1,10,31216.0,11,3,4
10335,0,0,15,31049.0,0,2,0
10336,0,0,13,31508.0,3,2,0
10337,0,0,2,31107.0,14,5,6
10338,0,0,9,31050.0,0,3,1
10339,2,2,17,31615.0,15,11,6
10340,0,1,15,31030.0,1,1,2
10341,0,0,14,31402.0,2,2,2
10342,0,0,9,31220.0,3,2,5
10343,3,3,15,31304.0,2,6,6
10344,0,0,6,31027.0,1,3,0
10345,0,0,15,31630.0,4,1,4
10346,2,4,20,31240.0,2,4,3
10347,3,1,18,31113.0,6,12,5
10348,0,1,17,31616.0,18,14,4
10349,1,3,22,31248.0,1,3,6
10350,0,0,0,31233.0,0,2,5
10351,25,25,15,31248.0,10,3,1
10352,1,1,7,31108.0,1,1,6
10353,2,5,10,31624.0,18,10,2
10354,0,1,7,31243.0,13,11,3
10355,0,2,8,31103.0,4,65,2
10356,0,0,22,32002.0,0,1,6
10357,4,3,18,31042.0,1,2,6
10358,0,0,14,31021.0,1,1,4
10359,1,0,16,31251.0,12,13,4
10360,0,0,0,31404.0,2,2,6
10361,3,0,8,31613.0,22,3,6
10362,0,0,1,31606.0,3,2,5
10363,0,0,9,31050.0,0,1,4
10364,3,3,14,31048.0,4,5,6
10365,1,5,15,31301.0,1,7,5
10366,0,1,12,31306.0,1,4,0
10367,0,0,17,31013.0,0,2,4
10368,0,0,18,31046.0,1,1,2
10369,1,0,19,31260.0,3,8,1
10370,1,5,17,31613.0,49,41,3
10371,0,0,22,31400.0,5,8,4
10372,1,2,19,31111.0,34,21,3
10373,1,1,16,31226.0,7,11,1
10374,30,37,20,31258.0,0,5,5
10375,0,0,22,31628.0,4,4,6
10376,1,0,13,31308.0,3,5,6
10377,7,0,12,31209.0,9,1,6
10378,1,0,0,31602.0,6,9,1
10379,0,2,15,31009.0,2,5,1
10380,0,0,8,31010.0,0,6,3
10381,3,0,8,31244.0,31,19,2
10382,0,0,8,31021.0,1,1,5
10383,3,2,17,31211.0,2,1,6
10384,4,3,0,31222.0,2,5,6
10385,1,0,3,31241.0,2,3,6
10386,0,0,7,31238.0,20,6,0
10387,0,0,23,31507.0,0,2,3
10388,0,0,8,31401.0,2,23,4
10389,1,2,18,31627.0,11,14,4
10390,0,0,14,31513.0,0,1,1
10391,2,3,11,31633.0,2,1,2
10392,0,0,6,31038.0,2,4,3
10393,1,1,10,31211.0,4,1,4
10394,0,1,21,31307.0,3,5,0
10395,1,1,2,31114.0,4,3,6
10396,0,0,9,31061.0,0,1,1
10397,4,4,17,31604.0,14,12,6
10398,1,0,13,31302.0,0,1,1
10399,3,2,21,31618.0,16,9,0
10400,1,0,15,31039.0,5,1,2
10401,1,2,9,31268.0,2,7,6
10402,10,1,9,31215.0,12,3,5
10403,2,1,16,31017.0,2,6,6
10404,6,0,20,31260.0,1,3,2
10405,2,2,23,31243.0,2,2,4
10406,0,0,8,31508.0,2,9,4
10407,1,0,20,31205.0,4,6,4
10408,0,1,6,31115.0,0,1,6
10409,5,7,20,31249.0,3,7,3
10410,0,0,1,31103.0,0,1,1
10411,2,0,17,31625.0,14,14,4
10412,0,0,7,31406.0,0,6,1
10413,6,2,15,31263.0,5,7,1
10414,1,0,23,31601.0,6,1,4
10415,0,0,14,31703.0,1,2,5
10416,0,1,11,31229.0,13,13,1
10417,0,0,0,31121.0,1,2,5
10418,0,0,8,31046.0,0,3,2
10419,0,0,18,31049.0,1,1,6
10420,0,0,7,31021.0,2,5,2
10421,0,0,2,31229.0,0,3,3
10422,0,0,14,31012.0,2,2,4
10423,39,51,16,31258.0,5,6,4
10424,0,0,14,31031.0,1,6,6
10425,0,2,15,31308.0,3,4,5
10426,0,2,10,31233.0,6,5,4
10427,0,1,17,31022.0,5,3,4
10428,1,0,23,31401.0,4,5,5
10429,0,0,18,31037.0,3,10,2
10430,4,6,19,31235.0,1,9,1
10431,2,1,17,31604.0,27,32,3
10432,1,0,7,31266.0,0,3,6
