,cas_rides_in,cas_rides_out,hour,station,sub_rides_in,sub_rides_out,weekday
9042,2,1,02,64,3,3,5
9043,21,6,19,79,76,62,1
9044,12,17,13,76,48,57,1
9045,3,8,12,116,6,5,3
9046,1,5,07,127,5,50,0
9047,0,1,05,95,2,2,3
9048,38,37,13,20,59,42,4
9049,17,24,19,99,41,57,4
9050,0,0,03,135,1,1,0
9051,12,7,01,55,12,7,3
9052,0,4,10,118,0,2,6
9053,25,20,11,80,196,84,2
9054,0,0,10,145,0,1,0
9055,4,4,20,30,50,43,0
9056,80,41,10,54,52,32,6
9057,0,3,06,95,15,19,1
9058,48,44,09,42,70,23,5
9059,4,6,14,18,14,7,1
9060,0,2,07,7,1,2,5
9061,24,28,17,10,117,176,2
9062,13,9,19,30,43,39,4
9063,13,4,21,131,45,21,2
9064,2,3,13,142,5,5,3
9065,0,1,17,143,21,3,3
9066,32,34,14,81,60,59,4
9067,5,4,12,110,4,3,4
9068,9,3,00,79,11,12,3
9069,1,3,16,134,20,11,4
9070,0,0,08,145,0,1,5
9071,68,46,22,36,29,47,5
9072,0,0,07,105,0,1,1
9073,1,3,21,64,16,9,0
9074,1,0,17,143,14,4,1
9075,1,0,02,87,2,3,2
9076,4,2,02,39,7,1,5
9077,40,31,12,36,98,107,2
9078,6,13,13,104,11,13,6
9079,1,3,11,71,5,9,1
9080,0,0,11,108,0,1,0
9081,3,1,22,18,14,2,6
9082,14,11,12,17,30,44,3
9083,13,3,22,27,16,7,2
9084,21,9,19,8,34,16,4
9085,2,1,01,80,5,10,3
9086,32,33,14,84,40,73,0
9087,15,8,21,41,52,25,2
9088,0,3,07,135,6,47,3
9089,4,5,22,39,23,13,1
9090,10,9,00,39,17,11,6
9091,4,5,12,135,7,26,4
9092,4,11,22,12,6,9,3
9093,7,8,19,63,17,16,6
9094,9,10,11,18,16,23,2
9095,4,8,10,31,14,11,1
9096,8,8,18,134,12,18,6
9097,9,3,17,77,32,5,3
9098,0,1,05,18,4,2,4
9099,2,3,04,8,1,2,0
9100,4,6,23,91,22,36,2
9101,1,7,00,32,9,12,1
9102,6,7,00,42,6,6,3
9103,3,0,16,125,1,2,4
9104,14,14,20,70,24,33,4
9105,4,7,16,63,45,17,4
9106,7,25,21,47,56,45,1
9107,9,12,18,132,20,28,5
9108,14,4,21,43,10,21,0
9109,3,6,23,24,5,9,3
9110,6,5,23,7,2,11,4
9111,9,7,08,31,13,7,5
9112,7,8,08,89,46,53,2
9113,1,9,06,88,22,36,2
9114,7,4,06,58,2,6,5
9115,11,3,16,87,60,31,2
9116,5,15,10,88,23,62,2
9117,3,0,05,64,10,4,4
9118,7,13,18,5,62,55,3
9119,4,1,02,36,5,6,4
9120,1,3,05,4,5,19,2
9121,6,27,09,88,26,111,0
9122,13,19,13,32,81,84,0
9123,6,7,20,115,13,13,5
9124,3,9,10,71,1,26,0
9125,28,45,16,72,71,199,0
9126,29,71,15,48,14,28,5
9127,8,4,20,87,65,22,1
9128,8,5,18,135,90,50,0
9129,3,1,22,19,17,7,0
9130,46,26,16,41,43,38,6
9131,4,6,08,140,2,1,6
9132,17,24,09,21,163,92,2
9133,7,0,07,130,22,3,2
9134,17,12,01,12,3,4,5
9135,20,17,15,31,22,54,2
9136,0,0,05,137,12,4,4
9137,11,24,13,64,111,78,3
9138,25,22,19,81,68,92,3
9139,12,11,09,65,31,7,4
9140,12,16,18,57,110,99,4
9141,17,15,09,91,196,81,0
9142,4,1,22,77,14,1,1
9143,4,2,13,15,10,8,0
9144,38,31,18,41,80,42,5
9145,32,20,19,20,67,50,0
9146,11,2,01,26,8,7,6
9147,63,71,12,10,52,33,5
9148,22,13,23,98,11,7,4
9149,2,4,08,130,5,1,5
9150,0,1,07,120,0,4,1
9151,59,46,15,49,31,27,6
9152,0,3,10,63,7,27,2
9153,1,0,11,34,7,6,1
9154,13,13,11,91,59,53,2
9155,3,1,20,15,10,12,6
9156,6,10,14,26,52,46,3
9157,0,1,05,89,2,4,0
9158,0,1,06,33,20,38,4
9159,20,15,20,44,50,37,2
9160,0,0,05,71,4,10,2
9161,9,6,11,18,6,21,4
9162,2,0,03,41,0,1,3
9163,0,1,12,119,2,5,0
9164,30,28,20,58,73,74,1
9165,10,10,23,40,14,10,3
9166,12,5,02,32,13,4,6
9167,62,87,13,68,71,104,5
9168,2,4,11,71,6,10,3
9169,5,6,08,17,11,13,6
9170,2,3,06,98,11,76,1
9171,0,2,22,29,13,11,1
9172,0,1,02,130,0,3,1
9173,24,27,16,20,104,109,1
9174,0,1,05,25,3,1,5
9175,23,18,19,8,34,23,2
9176,13,15,18,5,60,74,1
9177,0,2,03,29,0,2,4
9178,26,29,15,84,39,51,3
9179,7,6,21,77,7,4,5
9180,3,10,20,18,11,9,4
9181,3,2,06,21,57,22,3
9182,4,16,23,64,13,13,5
9183,0,0,19,121,4,3,0
9184,7,1,01,133,7,6,6
9185,8,3,15,127,17,19,0
9186,0,1,07,107,0,4,0
9187,12,2,23,5,10,9,5
9188,65,49,16,31,31,35,5
9189,54,46,15,90,36,57,6
9190,9,11,09,69,13,12,6
9191,0,0,16,145,1,1,2
9192,22,17,16,115,45,68,4
9193,19,7,09,46,66,129,1
9194,0,0,14,34,5,5,2
9195,73,50,17,139,53,28,5
9196,13,43,17,90,126,150,1
9197,10,11,18,66,97,31,2
9198,0,5,08,141,6,24,2
9199,8,2,07,24,92,21,2
9200,5,6,10,15,3,14,3
9201,43,59,16,98,98,80,3
9202,4,8,01,68,12,9,0
9203,4,10,09,69,20,90,3
9204,0,0,23,102,14,8,0
9205,8,15,10,17,27,42,3
9206,46,44,19,24,16,17,5
9207,0,0,05,72,11,1,2
9208,2,3,01,133,4,3,3
9209,14,27,13,63,32,45,5
9210,28,24,17,87,34,35,5
9211,40,16,20,81,54,57,4
9212,0,0,06,18,13,6,1
9213,25,23,23,88,51,31,5
9214,5,4,20,14,24,34,3
9215,3,18,08,8,20,70,1
9216,43,13,13,20,47,40,2
9217,7,12,12,17,36,38,1
9218,13,24,14,128,98,108,1
9219,36,28,21,58,16,17,6
9220,1,1,17,124,6,4,2
9221,13,14,10,87,25,53,5
9222,4,11,07,16,83,268,4
9223,41,21,11,103,54,55,3
9224,16,22,08,9,138,101,3
9225,15,10,07,113,17,18,6
9226,3,0,09,15,8,18,0
9227,13,2,23,41,18,18,1
9228,8,8,09,32,31,40,6
9229,75,70,14,111,25,19,5
9230,17,12,21,5,19,14,4
9231,6,11,14,137,11,24,2
9232,0,1,05,81,35,2,1
9233,8,3,17,138,20,19,6
9234,8,5,02,73,4,15,5
9235,29,20,19,84,39,56,1
9236,13,22,13,69,19,37,1
9237,0,0,17,145,7,3,3
9238,0,0,21,101,2,3,4
9239,22,21,16,7,25,108,3
9240,4,11,12,127,5,15,3
9241,4,21,08,79,14,208,2
9242,7,2,07,112,285,61,0
9243,22,17,13,31,48,42,4
9244,7,4,19,127,28,13,5
9245,2,3,06,74,29,9,2
9246,0,0,06,29,0,1,6
9247,78,87,17,50,61,66,5
9248,1,0,02,22,0,1,2
9249,11,23,21,76,71,47,2
9250,11,11,20,21,78,63,0
9251,64,48,10,47,42,52,6
9252,2,3,01,96,5,5,2
9253,30,8,08,99,295,178,1
9254,28,31,09,33,51,47,5
9255,5,3,10,134,2,16,0
9256,4,0,07,14,23,7,5
9257,25,18,17,17,84,93,2
9258,12,4,23,140,8,4,5
9259,0,0,19,118,3,1,4
9260,11,11,23,138,16,10,5
9261,0,3,00,129,5,6,1
9262,16,22,14,90,25,32,4
9263,5,6,12,87,29,41,4
9264,16,15,12,137,44,34,6
9265,1,2,16,143,8,1,4
9266,29,35,14,8,18,30,5
9267,4,8,21,89,12,34,0
9268,24,50,17,128,166,473,1
9269,37,18,22,81,30,60,5
9270,7,29,02,44,0,6,5
9271,21,22,23,49,14,22,5
9272,14,29,13,32,76,61,1
9273,0,0,06,68,10,6,5
9274,0,0,00,80,10,8,1
9275,0,1,04,27,1,2,2
9276,2,0,01,140,2,1,4
9277,7,13,22,9,17,35,6
9278,10,10,12,24,21,41,3
9279,6,3,06,65,4,2,1
9280,0,0,22,34,3,7,2
9281,11,25,19,7,15,27,4
9282,3,0,20,116,7,3,6
9283,4,2,01,91,8,6,3
9284,26,28,17,16,257,212,4
9285,3,0,15,104,9,4,0
9286,0,1,07,142,1,7,3
9287,5,1,11,34,7,4,5
9288,2,0,20,15,11,11,4
9289,17,12,00,46,28,25,6
9290,1,10,10,138,11,17,6
9291,3,1,22,140,5,1,6
9292,0,0,05,107,0,4,2
9293,31,26,18,90,32,29,6
9294,20,19,10,22,141,108,1
9295,29,29,17,50,144,291,3
9296,1,0,10,123,1,3,4
9297,1,4,05,27,0,4,4
9298,18,16,23,81,9,22,0
9299,0,0,04,3,0,1,0
9300,9,5,23,84,9,5,2
9301,26,24,21,98,30,14,5
9302,6,3,00,99,5,7,0
9303,2,15,00,19,9,16,3
9304,29,46,17,21,139,323,0
9305,2,7,21,64,17,22,3
9306,3,2,03,19,2,1,5
9307,3,0,11,137,20,18,1
9308,0,1,15,143,4,3,1
9309,1,0,01,48,2,2,1
9310,5,4,23,12,5,11,4
9311,8,0,02,131,17,3,5
9312,5,4,08,16,43,24,5
9313,111,113,13,52,91,96,6
9314,45,17,15,52,59,66,1
9315,16,19,16,32,137,102,2
9316,13,10,10,81,36,31,2
9317,5,7,09,129,16,27,3
9318,8,13,18,12,67,57,3
9319,1,2,22,71,26,14,2
9320,3,14,23,114,7,9,0
9321,6,5,17,141,17,7,4
9322,2,1,01,14,1,3,1
9323,15,8,07,43,326,184,3
9324,23,27,16,65,11,29,0
9325,31,32,13,87,47,78,6
9326,34,25,00,67,47,67,6
9327,35,20,15,57,91,73,5
9328,1,0,06,84,3,2,6
9329,2,0,18,144,41,5,0
9330,0,2,06,126,0,16,2
9331,0,10,16,34,7,13,6
9332,0,1,06,41,10,6,6
9333,7,9,08,131,11,29,6
9334,8,17,11,78,14,33,2
9335,6,3,09,30,40,31,2
9336,7,11,01,59,7,3,5
9337,49,43,15,22,322,152,2
9338,9,1,16,134,33,11,1
9339,0,0,05,139,0,5,5
9340,31,20,13,73,29,39,3
9341,63,53,19,74,161,162,3
9342,0,0,06,140,0,5,1
9343,5,0,23,63,7,1,2
9344,28,18,18,50,81,98,4
9345,4,1,00,12,2,2,0
9346,2,2,10,106,3,3,0
9347,28,28,13,6,71,81,0
9348,26,16,21,75,85,90,1
9349,31,35,18,32,85,55,5
9350,2,4,19,11,11,62,0
9351,18,9,01,19,13,7,6
9352,48,51,12,49,35,30,5
9353,13,6,10,130,21,8,5
9354,3,1,07,115,27,44,1
9355,78,67,15,40,60,44,6
9356,27,17,16,139,53,73,2
9357,26,19,10,52,59,64,2
9358,4,16,11,59,54,35,1
9359,0,1,08,101,5,1,4
9360,20,36,20,6,59,62,6
9361,1,1,05,46,5,13,0
9362,8,7,00,58,9,6,4
9363,8,12,20,39,94,40,2
9364,11,16,00,76,34,22,4
9365,12,10,11,25,41,67,4
9366,25,34,12,76,48,73,0
9367,2,0,20,51,21,7,1
9368,20,25,20,128,48,61,6
9369,10,3,02,91,6,8,6
9370,2,10,13,77,6,19,5
9371,1,0,19,144,15,8,1
9372,50,48,12,20,42,53,0
9373,71,48,12,45,70,57,6
9374,0,0,07,121,0,1,6
9375,1,1,05,16,0,3,5
9376,15,13,19,19,69,38,2
9377,43,40,19,53,225,183,3
9378,2,3,15,93,10,8,3
9379,7,1,06,30,26,6,3
9380,5,8,23,87,18,13,5
9381,8,11,19,112,30,112,0
9382,1,0,07,3,4,6,6
9383,0,1,05,98,0,2,5
9384,102,108,16,22,57,67,5
9385,3,5,10,133,8,29,5
9386,10,13,09,78,11,21,6
9387,104,81,11,53,88,139,6
9388,10,12,00,46,20,29,5
9389,6,11,14,59,33,44,2
9390,9,44,18,90,92,164,1
9391,52,34,18,75,218,211,2
9392,12,13,10,6,33,52,3
9393,1,0,04,129,0,3,6
9394,28,15,16,139,44,48,0
9395,0,3,07,140,0,3,1
9396,0,0,06,93,1,3,6
9397,3,13,15,14,42,137,4
9398,24,18,19,17,31,37,5
9399,18,33,18,70,56,82,0
9400,2,4,01,140,7,1,3
9401,36,45,13,32,68,65,5
9402,1,0,01,58,2,4,1
9403,1,2,08,77,1,5,6
9404,0,0,10,100,3,13,3
9405,39,32,17,64,30,23,5
9406,22,38,14,25,51,72,6
9407,77,48,13,99,47,41,6
9408,0,0,02,102,2,1,1
9409,28,41,16,72,80,215,1
9410,10,10,08,17,102,105,1
9411,4,2,09,86,34,57,4
9412,11,12,12,24,30,24,1
9413,10,11,13,129,13,17,2
9414,3,0,21,51,8,3,6
9415,6,8,15,48,52,122,3
9416,6,11,07,25,23,173,4
9417,22,18,11,80,225,140,3
9418,1,0,06,5,13,1,0
9419,9,3,06,113,76,60,3
9420,16,11,10,72,92,37,4
9421,3,0,21,122,2,1,3
9422,1,0,02,17,3,2,3
9423,10,11,15,19,27,25,0
9424,8,7,11,115,10,20,0
9425,5,5,23,32,16,20,1
9426,10,11,09,41,11,32,6
9427,0,0,01,133,7,1,1
9428,29,34,11,94,29,34,6
9429,9,10,21,14,16,22,4
9430,0,10,09,138,2,66,1
9431,3,1,14,134,6,10,2
9432,0,0,05,104,0,3,1
9433,48,50,17,54,135,171,1
9434,9,10,04,33,8,4,5
9435,32,36,18,46,234,143,2
9436,2,1,19,93,7,7,1
9437,7,13,13,94,18,24,1
9438,6,24,16,14,42,195,3
9439,4,3,04,81,1,1,4
9440,9,9,12,102,46,35,3
9441,8,1,07,73,41,7,0
9442,31,22,13,6,81,77,4
9443,6,10,01,41,8,5,3
9444,43,28,17,59,23,22,5
9445,16,18,15,92,5,3,6
9446,25,22,20,44,20,27,0
9447,73,86,10,36,74,54,6
9448,25,13,22,68,81,81,4
9449,1,0,02,133,4,3,4
9450,8,18,09,88,16,63,5
9451,12,10,09,112,171,71,4
9452,5,4,07,57,16,41,5
9453,16,34,17,24,68,313,2
9454,1,1,09,106,0,7,0
9455,0,0,16,145,0,1,0
9456,4,7,23,129,18,14,5
9457,50,38,15,53,108,93,2
9458,116,121,14,67,204,296,4
9459,0,0,11,104,3,11,0
9460,7,7,11,8,11,25,0
9461,27,12,17,139,112,76,0
9462,4,1,09,132,10,5,6
9463,27,19,14,65,19,11,0
9464,5,6,14,51,24,23,5
9465,53,48,17,46,82,71,6
9466,12,4,02,21,9,5,5
9467,34,39,12,54,101,63,2
9468,9,8,13,57,47,56,1
9469,13,19,12,49,45,39,0
9470,5,9,12,3,35,26,3
9471,0,3,07,44,46,33,0
9472,12,8,22,41,31,14,2
9473,4,4,19,62,19,33,4
9474,8,8,20,71,26,16,3
9475,10,9,17,27,58,28,4
9476,22,10,22,49,14,32,1
9477,10,15,11,112,70,96,1
9478,6,10,20,73,12,34,0
9479,23,21,11,80,210,112,1
9480,21,14,12,130,38,38,4
9481,4,0,22,122,1,3,3
9482,9,14,12,29,14,26,2
9483,94,129,18,67,161,232,6
9484,11,31,10,33,75,127,1
9485,2,2,01,96,12,10,4
9486,22,23,17,59,101,240,3
9487,7,4,23,78,12,16,6
9488,3,0,10,86,11,40,4
9489,0,0,04,26,1,2,0
9490,5,0,12,51,23,36,4
9491,3,3,00,24,0,2,3
9492,46,48,17,44,88,148,0
9493,0,1,15,125,0,2,0
9494,14,6,17,93,17,13,0
9495,7,8,21,57,40,23,1
9496,15,26,21,53,89,69,0
9497,45,64,12,131,67,61,5
9498,1,1,02,10,3,2,2
9499,11,8,22,89,14,15,3
9500,9,6,08,9,26,8,5
9501,8,28,08,111,81,765,2
9502,14,10,07,43,375,242,2
9503,3,6,06,40,4,17,5
9504,8,8,16,57,90,47,2
9505,3,5,14,104,2,3,3
9506,7,0,17,122,7,3,1
9507,3,4,18,51,38,8,3
9508,11,5,22,78,40,13,2
9509,17,9,14,137,18,23,0
9510,0,0,05,71,3,4,0
9511,17,8,10,81,43,24,0
9512,13,15,10,41,17,60,0
9513,14,8,16,86,54,34,0
9514,0,0,18,145,10,2,4
9515,25,37,00,74,29,50,6
9516,0,0,06,73,1,1,6
9517,17,6,16,27,19,29,6
9518,4,12,18,102,32,30,6
9519,14,12,11,65,13,20,2
9520,12,11,09,103,93,124,2
9521,1,1,07,144,4,37,2
9522,0,2,01,34,1,3,5
9523,58,39,15,33,77,118,2
9524,18,10,23,49,6,10,6
9525,41,47,13,54,47,71,3
9526,36,34,19,67,180,305,3
9527,4,3,07,40,5,14,6
9528,8,5,23,8,10,11,2
9529,32,29,18,43,114,114,4
9530,0,0,00,7,1,1,0
9531,7,6,09,94,3,42,0
9532,1,5,00,133,15,2,4
9533,14,13,13,17,45,50,0
9534,2,1,21,66,26,10,1
9535,41,45,18,91,89,52,5
9536,0,1,13,144,6,10,4
9537,28,1,01,12,6,3,6
9538,5,3,14,124,3,2,5
9539,7,14,23,80,22,39,4
9540,0,0,08,108,0,2,5
9541,5,6,08,132,132,14,2
9542,18,22,21,20,18,12,4
9543,5,6,16,132,27,83,2
9544,20,19,18,40,190,121,1
9545,25,48,11,131,48,43,6
9546,7,12,20,57,44,36,6
9547,9,8,14,8,16,8,3
9548,1,2,05,39,2,20,0
9549,1,7,20,62,13,23,2
9550,0,1,05,66,0,10,1
9551,0,0,03,55,2,1,3
9552,14,19,12,69,27,31,0
9553,8,3,20,8,22,15,1
9554,15,10,16,126,16,16,6
9555,13,13,21,16,77,75,2
9556,3,0,08,63,10,8,6
9557,6,0,00,79,18,4,1
9558,1,0,06,112,64,3,1
9559,69,81,15,74,128,90,2
9560,52,49,16,58,90,84,1
9561,7,10,19,26,116,78,2
9562,21,28,19,46,117,65,3
9563,6,3,22,94,4,1,6
9564,9,6,19,71,62,26,1
9565,31,16,15,70,42,53,3
9566,1,0,06,134,9,8,3
9567,0,0,03,119,0,1,2
9568,0,0,08,145,0,1,2
9569,3,7,08,96,44,105,0
9570,35,42,19,103,114,138,0
9571,9,0,08,14,208,22,4
9572,5,0,00,63,6,1,3
9573,12,9,23,12,8,12,0
9574,75,72,15,68,88,106,6
9575,0,0,01,43,1,1,2
9576,88,53,11,44,14,11,6
9577,8,9,14,48,67,88,2
9578,113,54,12,70,72,31,6
9579,14,46,18,80,135,324,2
9580,36,34,20,58,56,44,4
9581,9,7,10,29,21,9,3
9582,1,2,07,76,4,7,6
9583,5,5,01,42,2,4,0
9584,40,41,16,128,110,258,0
9585,21,12,15,5,43,74,4
9586,48,37,19,6,60,60,5
9587,20,16,18,79,110,38,0
9588,32,49,13,41,37,53,5
9589,6,11,08,68,23,25,6
9590,88,95,12,129,41,47,6
9591,8,6,07,90,77,58,2
9592,5,2,23,27,18,6,1
9593,2,3,16,71,50,8,1
9594,7,15,08,26,123,302,1
9595,52,38,13,58,33,53,2
9596,26,28,12,47,55,69,1
9597,8,6,10,132,47,26,3
9598,11,21,21,40,20,13,6
9599,20,7,15,57,71,36,3
9600,5,8,23,78,20,6,1
9601,1,7,21,3,15,26,2
9602,10,7,20,133,28,19,2
9603,12,28,10,49,54,27,4
9604,0,0,02,26,0,4,3
9605,100,62,15,42,74,65,0
9606,10,13,14,14,31,28,6
9607,54,50,10,33,63,81,5
9608,12,7,09,18,10,10,6
9609,73,22,11,73,43,14,6
9610,23,25,16,9,84,105,0
9611,7,6,09,129,15,22,1
9612,1,1,05,103,3,10,1
9613,2,2,17,15,25,14,1
9614,41,36,18,55,169,117,2
9615,21,41,19,42,86,145,1
9616,4,11,13,87,28,17,1
9617,12,10,07,74,20,4,5
9618,1,4,10,105,0,2,2
9619,23,16,16,49,61,114,3
9620,9,4,22,86,10,15,1
9621,0,2,12,145,0,1,3
9622,76,74,13,24,37,19,6
9623,0,1,07,66,9,143,0
9624,18,28,13,9,43,53,4
9625,0,3,06,79,4,28,2
9626,5,6,13,140,4,13,5
9627,253,226,15,113,125,129,5
9628,9,20,19,65,7,14,4
9629,159,171,17,36,109,102,5
9630,0,1,00,133,5,4,1
9631,2,6,20,59,36,28,0
9632,0,4,20,83,4,7,3
9633,17,16,22,79,33,22,4
9634,2,0,08,117,31,2,1
9635,5,19,09,87,20,47,5
9636,16,12,12,68,105,101,1
9637,38,16,14,55,45,44,1
9638,4,6,07,32,6,17,5
9639,62,46,17,47,304,108,2
9640,37,19,11,52,51,40,3
9641,6,6,02,70,2,11,6
9642,23,31,14,76,62,67,4
9643,14,16,12,69,31,23,4
9644,16,20,11,31,23,27,0
9645,14,31,17,130,46,84,0
9646,3,6,09,141,7,6,6
9647,249,293,14,58,96,92,5
9648,22,10,08,90,122,101,4
9649,7,7,10,62,9,12,6
9650,4,1,02,26,4,2,5
9651,1,0,12,15,6,8,2
9652,23,17,13,50,78,64,1
9653,63,79,17,53,298,196,0
9654,26,16,12,10,66,71,3
9655,10,21,18,133,53,42,3
9656,1,1,22,48,5,7,2
9657,14,11,09,76,70,143,0
9658,1,1,01,77,1,1,3
9659,3,4,14,63,21,15,0
9660,55,54,11,16,91,107,5
9661,3,1,20,116,4,8,3
9662,5,7,20,64,16,50,0
9663,1,3,04,75,5,1,4
9664,8,7,22,99,21,26,3
9665,0,0,07,93,22,3,5
9666,25,38,11,55,56,67,2
9667,31,30,17,32,183,136,3
9668,3,1,23,71,12,4,6
9669,1,4,04,45,1,3,0
9670,0,0,20,118,2,3,2
9671,43,34,21,20,26,14,5
9672,7,11,23,114,3,5,1
9673,14,7,17,39,264,103,0
9674,6,1,21,48,10,20,1
9675,0,3,21,14,21,16,0
9676,20,17,18,43,148,193,1
9677,0,1,02,29,2,6,2
9678,7,4,13,34,7,3,6
9679,1,0,22,48,8,17,1
9680,0,0,06,17,2,1,5
9681,22,28,16,50,108,209,2
9682,12,3,09,130,101,28,3
9683,27,3,08,112,377,80,4
9684,63,50,13,43,26,25,6
9685,5,0,20,143,7,1,6
9686,0,0,03,40,2,2,0
9687,0,2,02,114,1,1,4
9688,20,23,14,130,40,36,0
9689,11,4,19,93,13,6,6
9690,3,4,20,110,6,4,5
9691,3,0,10,34,6,8,0
9692,4,2,18,122,3,2,4
9693,17,23,18,78,32,34,6
9694,0,3,07,142,2,6,1
9695,44,28,00,113,42,32,6
9696,137,199,15,47,73,91,5
9697,1,9,08,135,21,117,3
9698,24,38,15,20,66,28,1
9699,17,16,16,12,19,23,6
9700,52,46,15,69,41,35,5
9701,1,0,07,95,4,3,6
9702,6,16,11,88,19,50,2
9703,0,0,09,104,5,22,2
9704,0,2,12,134,7,3,0
9705,35,40,01,41,15,16,5
9706,4,3,17,135,79,37,3
9707,18,13,23,42,7,12,6
9708,8,4,13,63,16,18,3
9709,0,0,06,139,28,20,1
9710,3,1,00,30,9,8,0
9711,41,46,16,55,113,90,4
9712,0,3,04,47,0,2,3
9713,30,25,13,40,70,72,0
9714,7,4,22,30,19,15,0
9715,14,2,01,5,17,10,6
9716,11,57,12,39,58,82,5
9717,10,6,23,89,8,11,4
9718,7,1,07,29,33,4,1
9719,0,0,15,105,8,1,1
9720,4,3,07,12,63,51,2
9721,7,1,21,112,6,28,3
9722,11,18,08,21,403,151,4
9723,40,32,18,44,66,87,3
9724,15,8,20,48,16,18,6
9725,28,39,14,55,65,60,3
9726,2,2,08,116,4,23,0
9727,2,0,10,125,0,2,3
9728,13,21,20,73,26,60,2
9729,9,3,22,126,11,1,4
9730,34,30,16,50,101,188,0
9731,17,16,15,138,18,23,5
9732,12,2,02,77,6,2,6
9733,27,12,09,70,47,10,5
9734,14,9,08,54,35,13,6
9735,9,14,18,130,13,25,6
9736,48,45,12,31,24,25,6
9737,3,0,23,102,10,5,6
9738,16,11,15,69,47,21,2
9739,29,28,16,49,60,115,1
9740,0,0,23,141,1,1,6
9741,27,20,19,45,139,70,2
9742,14,11,19,39,128,76,3
9743,1,1,13,136,11,12,1
9744,0,4,03,112,1,1,4
9745,7,4,15,79,29,21,3
9746,0,0,07,144,0,33,4
9747,3,0,22,144,7,1,0
9748,0,0,06,142,2,4,0
9749,0,3,06,8,7,17,3
9750,0,2,08,107,1,5,0
9751,12,11,19,94,52,20,0
9752,25,21,12,92,4,3,5
9753,0,0,05,127,0,2,5
9754,195,186,16,36,138,134,5
9755,13,17,15,127,13,9,6
9756,0,1,03,14,0,4,1
9757,49,42,11,39,59,82,6
9758,6,5,09,19,38,69,1
9759,15,19,14,9,41,59,2
9760,1,2,05,5,2,2,0
9761,24,4,18,95,117,58,1
9762,18,14,18,89,41,89,2
9763,8,5,07,75,141,57,3
9764,0,3,12,120,1,1,0
9765,26,11,10,20,22,42,3
9766,5,5,09,110,11,16,3
9767,6,6,13,133,26,26,2
9768,0,0,06,143,0,1,5
9769,16,17,11,99,60,66,1
9770,32,19,18,88,146,82,0
9771,28,27,13,18,19,14,5
9772,19,12,19,17,32,30,6
9773,8,7,08,91,21,14,6
9774,8,1,21,126,21,6,3
9775,0,1,06,44,22,7,1
9776,29,41,14,7,17,13,6
9777,35,16,13,96,54,54,6
9778,2,3,15,66,9,19,3
9779,25,21,16,94,72,23,1
9780,26,23,19,70,51,94,2
9781,13,24,13,49,38,32,2
9782,23,23,12,54,82,69,1
9783,28,49,21,33,46,55,6
9784,4,0,15,34,8,12,3
9785,23,8,07,11,192,13,4
9786,4,5,11,66,6,18,3
9787,0,1,06,43,136,39,0
9788,2,1,06,99,27,27,3
9789,34,36,10,58,31,41,4
9790,2,22,08,4,26,222,0
9791,0,0,02,3,1,2,3
9792,55,48,15,33,99,146,0
9793,2,1,01,4,2,10,0
9794,64,91,16,73,36,53,5
9795,6,1,23,54,7,19,1
9796,18,4,07,70,41,6,2
9797,4,5,09,27,3,18,6
9798,22,17,11,64,47,19,6
9799,10,10,21,96,38,16,4
9800,3,0,00,115,4,1,5
9801,0,0,04,19,1,2,5
9802,4,2,19,51,34,11,1
9803,4,4,04,67,6,12,4
9804,43,48,22,44,7,13,5
9805,14,8,07,91,95,33,0
9806,0,0,05,123,0,9,3
9807,32,20,13,48,89,105,4
9808,39,53,19,98,34,15,5
9809,0,1,03,83,0,1,6
9810,0,2,11,110,4,2,2
9811,7,10,11,137,16,12,0
9812,62,72,17,45,64,51,5
9813,6,18,20,50,33,47,0
9814,15,15,20,68,125,127,3
9815,6,9,01,75,10,23,2
9816,1,12,08,126,4,127,1
9817,8,17,09,78,20,30,5
9818,24,22,12,75,77,71,1
9819,8,19,09,111,31,169,4
9820,3,7,07,43,15,5,5
9821,44,60,17,54,162,185,2
9822,1,3,09,105,4,5,0
9823,20,17,21,103,44,54,2
9824,1,11,10,137,18,29,1
9825,23,12,17,137,133,52,3
9826,1,0,02,126,0,6,3
9827,72,45,14,53,126,89,4
9828,76,75,12,74,87,66,4
9829,0,1,03,130,1,1,4
9830,0,1,08,143,2,4,5
9831,1,3,18,142,5,12,6
9832,1,3,05,27,2,2,1
9833,6,1,23,18,12,10,3
9834,2,0,23,140,5,3,4
9835,0,0,05,86,0,1,4
9836,1,2,19,142,16,12,1
9837,9,12,13,11,52,51,1
9838,41,27,12,52,77,46,0
9839,26,25,22,54,9,25,6
9840,23,24,12,53,125,139,3
9841,6,4,18,140,15,11,3
9842,6,3,07,62,108,40,0
9843,37,27,19,44,36,34,4
9844,2,5,03,70,0,2,0
9845,0,1,01,116,1,2,3
9846,17,21,14,48,70,70,0
9847,0,0,11,121,3,1,3
9848,24,29,11,25,44,83,5
9849,7,5,20,95,57,19,0
9850,13,13,21,46,75,52,3
9851,9,13,22,19,30,30,4
9852,12,12,12,129,24,12,4
9853,3,3,07,68,26,17,5
9854,1,1,10,51,8,10,1
9855,0,0,01,94,2,3,4
9856,41,13,17,41,120,33,3
9857,4,2,16,143,5,11,6
9858,12,15,10,81,35,26,4
9859,39,35,12,33,87,102,4
9860,19,27,21,31,14,15,5
9861,0,2,00,14,6,10,3
9862,18,36,16,65,17,38,4
