,cas_rides_in,cas_rides_out,hour,station,sub_rides_in,sub_rides_out,weekday
2175,27,7,16,69,90,26,3
2176,1,1,22,104,5,3,1
2177,2,5,05,4,1,7,3
2178,14,10,19,65,11,10,5
2179,3,0,03,76,2,2,4
2180,1,0,01,50,3,3,1
2181,24,29,17,112,21,42,5
2182,38,44,11,129,23,32,5
2183,0,6,00,24,3,8,5
2184,5,6,20,39,88,44,3
2185,23,17,08,33,176,205,1
2186,17,12,09,99,56,16,5
2187,4,1,12,104,2,9,1
2188,0,0,14,107,5,3,1
2189,16,18,21,99,16,19,6
2190,5,5,17,83,19,29,2
2191,17,13,21,90,30,23,2
2192,14,8,08,54,161,91,3
2193,39,37,14,24,29,35,4
2194,4,5,21,135,7,9,5
2195,90,70,16,139,59,61,5
2196,52,39,20,74,93,94,4
2197,107,108,14,70,53,36,5
2198,6,1,21,62,11,10,4
2199,0,0,04,80,1,1,1
2200,174,178,17,113,126,117,6
2201,0,1,04,81,0,1,5
2202,0,0,02,110,4,1,5
2203,0,0,01,136,0,2,1
2204,4,4,13,110,8,4,1
2205,11,12,12,86,16,17,3
2206,2,5,07,25,15,199,0
2207,47,31,10,91,40,31,6
2208,28,24,22,42,28,43,5
2209,50,43,17,46,185,132,4
2210,0,0,16,107,5,2,0
2211,2,2,23,86,3,5,1
2212,8,20,08,47,72,256,1
2213,24,22,22,52,39,39,4
2214,2,11,09,8,11,25,5
2215,1,0,12,141,8,12,1
2216,8,6,14,12,30,27,1
2217,0,4,07,105,0,1,5
2218,39,52,12,16,93,120,5
2219,0,0,04,75,2,2,2
2220,12,10,19,27,28,17,4
2221,0,0,04,65,0,1,0
2222,10,6,14,115,27,19,4
2223,5,9,12,12,25,15,4
2224,17,19,21,32,38,40,5
2225,33,28,16,129,44,19,4
2226,13,16,17,116,21,10,4
2227,14,3,08,130,83,24,0
2228,2,6,13,136,4,12,6
2229,18,3,21,98,25,15,0
2230,1,6,23,80,21,31,3
2231,2,6,02,49,0,1,2
2232,33,32,12,70,70,46,2
2233,1,0,08,34,9,22,2
2234,7,13,12,57,47,63,0
2235,5,5,15,142,3,3,3
2236,4,5,22,112,2,5,6
2237,6,2,08,132,98,20,4
2238,21,14,17,95,45,45,6
2239,1,1,03,4,1,1,0
2240,48,45,17,75,208,183,4
2241,9,7,11,14,60,44,3
2242,7,3,23,137,27,24,4
2243,7,5,10,30,22,38,0
2244,8,4,22,65,5,14,1
2245,2,2,21,112,5,17,2
2246,16,9,00,5,20,11,6
2247,7,9,11,88,33,53,1
2248,0,0,22,104,4,2,0
2249,23,19,22,42,31,36,3
2250,8,12,12,5,27,21,2
2251,6,3,17,141,32,2,2
2252,8,5,11,12,48,24,2
2253,0,3,01,117,0,1,5
2254,7,0,17,107,3,1,3
2255,12,17,00,10,4,5,6
2256,3,0,10,116,4,4,0
2257,6,0,10,110,4,1,4
2258,1,0,03,29,1,1,6
2259,0,1,23,125,0,1,2
2260,4,2,21,93,2,1,5
2261,8,16,00,74,9,23,0
2262,8,28,16,3,46,97,4
2263,0,0,22,100,7,1,1
2264,48,16,17,69,244,44,0
2265,10,16,21,9,31,50,1
2266,5,7,18,102,21,36,5
2267,22,32,01,81,5,15,6
2268,11,11,08,57,18,50,5
2269,3,6,03,53,17,18,6
2270,6,5,06,58,16,129,2
2271,13,12,19,7,2,12,6
2272,20,27,16,73,39,82,2
2273,0,1,10,118,0,1,2
2274,5,14,08,41,23,139,4
2275,37,31,20,68,63,90,6
2276,14,9,19,139,68,50,4
2277,1,0,05,15,1,11,2
2278,2,0,05,16,48,15,0
2279,0,1,06,144,1,11,3
2280,1,1,20,101,3,2,2
2281,8,20,20,17,26,27,5
2282,0,1,10,121,0,3,0
2283,12,16,16,102,57,121,0
2284,2,4,00,43,10,4,3
2285,18,19,15,86,32,24,5
2286,1,1,20,117,1,2,1
2287,94,93,16,75,109,97,6
2288,4,8,00,52,6,8,1
2289,14,20,09,55,72,120,2
2290,7,14,20,133,24,23,4
2291,8,2,01,18,9,1,5
2292,72,56,15,113,100,118,2
2293,7,9,13,102,47,37,3
2294,86,79,18,74,167,204,1
2295,17,23,09,68,107,135,4
2296,1,0,03,68,7,4,4
2297,25,20,18,91,98,123,4
2298,0,6,09,86,26,74,0
2299,14,1,01,98,3,3,5
2300,0,1,07,120,1,4,2
2301,7,9,18,11,15,25,5
2302,9,16,19,50,72,90,0
2303,1,9,12,104,9,10,5
2304,44,44,13,128,83,69,6
2305,22,20,15,19,25,34,6
2306,1,0,00,87,10,3,2
2307,68,80,14,53,89,94,0
2308,7,15,21,57,70,45,3
2309,1,5,03,4,3,1,5
2310,0,3,08,144,0,63,2
2311,0,0,04,132,0,2,5
2312,3,2,18,141,41,14,2
2313,2,2,15,100,11,6,1
2314,38,70,14,4,67,81,6
2315,2,2,20,14,15,37,2
2316,8,12,20,140,5,8,5
2317,25,20,09,58,55,85,3
2318,26,21,15,48,51,136,4
2319,45,42,17,99,26,36,6
2320,20,22,18,4,169,65,0
2321,4,18,13,102,18,34,5
2322,7,6,21,24,10,13,2
2323,7,2,08,15,2,4,6
2324,30,12,12,86,18,21,6
2325,3,1,07,15,7,13,2
2326,3,1,01,143,1,4,5
2327,31,33,16,10,55,150,1
2328,14,40,02,58,10,12,6
2329,10,7,09,24,101,33,4
2330,0,13,07,87,10,65,4
2331,3,6,06,55,15,23,3
2332,39,5,08,64,641,89,3
2333,26,6,08,48,581,71,0
2334,5,3,18,92,0,6,3
2335,14,14,15,93,7,4,0
2336,57,35,12,3,18,24,6
2337,14,24,23,10,8,12,5
2338,1,0,16,125,1,5,5
2339,2,1,23,98,7,8,1
2340,32,23,09,103,42,15,6
2341,101,95,17,113,291,262,0
2342,8,11,00,55,16,27,2
2343,26,18,09,76,77,187,1
2344,9,5,17,134,10,17,5
2345,1,1,23,141,5,4,3
2346,13,6,18,96,123,78,2
2347,23,7,19,31,42,47,1
2348,1,0,20,34,3,8,4
2349,16,14,00,55,21,28,4
2350,31,34,16,76,93,76,3
2351,2,4,20,144,16,10,2
2352,2,1,04,111,2,1,4
2353,0,0,05,15,0,7,3
2354,86,49,19,54,73,50,5
2355,36,23,14,137,31,36,5
2356,7,9,01,53,10,15,1
2357,14,9,20,79,56,45,4
2358,16,12,12,130,43,30,0
2359,12,15,20,40,62,36,3
2360,3,3,22,130,12,20,4
2361,19,20,08,42,362,139,1
2362,19,38,18,128,88,351,1
2363,0,7,12,127,5,17,1
2364,40,41,14,98,50,30,1
2365,20,11,21,88,54,35,6
2366,18,41,17,90,133,176,2
2367,40,43,10,40,51,72,5
2368,3,3,07,50,232,54,4
2369,11,14,11,9,44,35,3
2370,0,7,11,142,4,1,0
2371,6,30,08,47,58,318,3
2372,1,5,02,74,1,10,3
2373,0,1,04,71,1,1,3
2374,6,1,21,142,2,3,5
2375,109,63,11,74,91,35,0
2376,22,22,10,17,32,49,5
2377,1,1,14,145,1,1,3
2378,242,232,14,113,120,121,5
2379,1,8,11,12,32,24,4
2380,1,3,05,55,4,8,1
2381,7,6,17,104,10,3,6
2382,0,1,04,90,0,6,5
2383,5,2,02,87,3,3,5
2384,0,0,19,122,5,4,1
2385,31,46,13,103,51,74,1
2386,0,3,00,27,6,3,2
2387,0,1,04,4,0,3,2
2388,2,0,18,101,7,3,2
2389,16,22,12,65,18,19,3
2390,53,37,13,16,76,90,6
2391,2,6,07,18,21,24,0
2392,148,133,15,44,28,51,5
2393,13,7,22,19,12,14,5
2394,7,6,06,55,9,23,2
2395,11,26,15,137,45,34,5
2396,0,7,10,140,0,17,0
2397,3,0,20,104,5,3,4
2398,3,4,20,11,11,36,0
2399,14,13,20,131,44,30,3
2400,11,1,22,63,9,6,4
2401,10,12,09,7,6,2,5
2402,0,3,23,62,5,9,3
2403,4,15,14,7,25,31,1
2404,3,7,07,16,24,29,5
2405,15,19,10,111,21,41,1
2406,0,9,08,138,7,85,3
2407,1,2,02,89,1,1,0
2408,4,8,15,135,19,16,0
2409,30,29,19,128,42,81,6
2410,17,26,21,43,16,14,5
2411,10,3,00,90,14,2,3
2412,16,17,13,130,53,40,0
2413,0,6,05,71,0,3,6
2414,5,3,21,130,18,20,4
2415,4,6,18,104,44,11,3
2416,63,55,17,21,63,78,6
2417,0,0,02,72,0,2,2
2418,10,12,12,95,44,53,2
2419,1,19,08,41,17,165,2
2420,1,0,16,134,18,14,0
2421,16,32,18,129,27,33,6
2422,0,1,19,143,15,10,0
2423,6,6,22,111,5,7,6
2424,2,2,06,68,22,23,1
2425,2,1,22,142,0,2,5
2426,0,0,03,29,0,2,0
2427,6,1,08,11,22,11,5
2428,12,11,14,79,30,25,0
2429,0,1,14,122,2,2,4
2430,0,0,07,108,0,2,3
2431,9,3,22,90,19,22,1
2432,2,2,22,83,0,1,1
2433,17,7,00,12,6,8,6
2434,7,5,22,137,10,15,6
2435,3,6,22,99,14,17,0
2436,6,9,22,19,20,21,3
2437,0,0,07,141,2,3,5
2438,8,11,11,7,34,31,2
2439,4,8,10,8,13,13,1
2440,3,0,02,87,2,1,4
2441,17,55,17,80,99,458,3
2442,0,3,05,57,2,25,4
2443,13,6,16,117,4,2,5
2444,28,33,21,68,95,76,5
2445,5,2,00,69,8,1,0
2446,22,3,00,49,8,2,3
2447,8,8,16,8,45,19,4
2448,9,10,08,139,157,83,1
2449,5,7,14,135,25,26,5
2450,32,44,01,74,18,53,6
2451,7,9,14,116,8,8,1
2452,3,2,23,18,12,6,4
2453,16,5,08,50,30,6,5
2454,36,18,08,70,194,32,2
2455,6,10,06,53,27,78,2
2456,4,15,16,66,50,13,2
2457,2,14,10,79,12,46,2
2458,0,7,09,138,12,40,3
2459,4,8,08,32,100,68,4
2460,1,4,02,49,1,6,4
2461,7,14,19,130,18,38,4
2462,2,1,20,124,2,1,2
2463,12,13,20,30,20,21,5
2464,15,7,07,9,67,46,3
2465,4,6,11,66,8,18,4
2466,13,11,00,79,47,15,5
2467,27,27,15,95,52,44,5
2468,40,46,20,74,90,140,1
2469,10,3,22,4,18,10,0
2470,22,16,15,93,10,15,5
2471,0,1,12,15,8,6,0
2472,0,1,03,81,0,1,1
2473,10,2,01,25,16,7,5
2474,6,7,15,8,33,8,2
2475,20,28,13,111,30,23,3
2476,1,4,14,121,3,1,4
2477,0,2,21,135,16,3,6
2478,38,36,18,76,126,101,4
2479,21,21,14,79,35,49,6
2480,1,0,13,120,0,1,0
2481,0,1,04,103,0,1,1
2482,29,22,19,41,88,57,0
2483,31,32,01,53,69,57,6
2484,0,0,09,118,0,4,4
2485,0,0,07,132,4,3,6
2486,0,0,07,109,0,2,1
2487,57,65,15,10,32,42,6
2488,1,1,03,53,4,3,1
2489,6,12,21,32,32,52,3
2490,0,0,23,122,0,3,5
2491,19,13,14,114,74,23,2
2492,3,3,08,110,20,4,4
2493,30,26,10,10,34,15,6
2494,54,39,14,103,79,70,3
2495,21,13,23,98,19,7,5
2496,1,2,05,76,0,2,0
2497,10,1,06,22,144,152,4
2498,14,4,20,25,76,38,2
2499,2,2,01,20,2,2,0
2500,14,25,09,53,66,108,3
2501,13,5,16,116,9,2,3
2502,2,6,03,75,3,12,5
2503,40,58,12,98,34,60,0
2504,0,1,06,135,0,4,5
2505,9,8,22,95,35,14,2
2506,60,54,13,111,33,29,5
2507,13,11,08,6,19,25,6
2508,2,6,06,25,4,97,1
2509,2,14,07,4,44,180,2
2510,1,0,05,14,1,6,5
2511,8,12,09,17,37,47,4
2512,0,1,12,122,0,4,0
2513,1,2,03,32,0,3,4
2514,4,8,15,127,10,12,3
2515,1,5,00,139,3,7,0
2516,28,2,07,64,329,54,4
2517,34,11,19,4,39,25,6
2518,8,12,11,137,39,29,6
2519,18,27,23,53,70,79,5
2520,4,2,19,142,14,6,0
2521,15,2,01,144,2,1,6
2522,39,32,15,84,42,62,0
2523,16,8,16,116,7,8,5
2524,38,27,10,103,89,47,5
2525,16,12,09,80,52,10,6
2526,29,21,09,67,293,98,1
2527,16,13,18,87,121,53,1
2528,4,12,23,70,6,14,3
2529,31,27,18,65,2,4,6
2530,3,5,12,93,2,2,2
2531,0,2,00,62,0,4,4
2532,0,0,16,119,2,4,3
2533,5,7,09,94,4,37,3
2534,0,0,17,123,3,1,2
2535,0,0,04,66,0,2,4
2536,21,21,19,111,47,15,4
2537,110,116,19,47,58,65,5
2538,6,4,18,104,47,8,0
2539,0,0,03,79,2,2,4
2540,0,2,09,101,6,2,4
2541,67,101,17,98,37,37,5
2542,12,3,07,99,128,50,2
2543,9,9,00,27,14,7,5
2544,0,1,02,4,0,5,1
2545,8,4,20,17,44,38,3
2546,7,1,22,141,8,5,4
2547,1,1,08,51,7,68,1
2548,19,21,18,139,116,110,1
2549,15,18,12,6,53,67,1
2550,0,2,14,117,6,2,1
2551,24,33,21,81,26,32,6
2552,4,1,07,59,90,26,4
2553,9,6,21,40,40,31,2
2554,4,12,17,102,82,162,0
2555,0,0,06,123,0,2,0
2556,3,0,02,16,1,6,0
2557,32,21,08,36,360,185,3
2558,42,39,14,10,62,47,4
2559,33,18,11,81,78,49,0
2560,99,75,14,54,63,56,6
2561,0,0,03,3,0,1,2
2562,1,1,14,120,1,3,5
2563,12,21,21,16,50,41,4
2564,0,0,05,78,0,5,1
2565,103,81,17,103,95,100,6
2566,2,1,04,67,13,14,5
2567,37,57,19,67,180,318,1
2568,15,16,13,112,81,88,1
2569,0,1,04,75,0,2,1
2570,0,2,15,124,1,1,4
2571,0,0,04,51,0,6,4
2572,17,20,12,72,105,99,3
2573,0,0,06,104,2,4,4
2574,9,16,13,96,42,47,4
2575,12,9,09,14,174,26,0
2576,0,0,03,91,3,1,6
2577,22,8,21,76,55,54,4
2578,1,1,21,134,20,4,0
2579,9,6,11,86,15,19,2
2580,4,12,10,133,24,47,0
2581,2,2,11,107,2,1,1
2582,103,80,10,58,49,92,6
2583,1,2,09,62,10,29,5
2584,2,6,14,30,19,34,1
2585,11,0,07,27,3,5,5
2586,33,29,17,6,209,212,2
2587,2,4,10,102,42,24,1
2588,0,2,01,43,3,6,4
2589,1,3,15,121,2,3,4
2590,5,12,08,131,40,128,3
2591,15,9,13,130,54,54,3
2592,5,9,15,62,13,51,2
2593,2,0,14,101,9,3,4
2594,0,1,12,122,1,5,4
2595,11,6,00,71,16,9,5
2596,13,6,00,67,35,36,3
2597,3,3,23,130,11,18,0
2598,0,0,01,80,4,8,1
2599,98,113,14,21,79,83,5
2600,19,10,21,139,42,38,4
2601,8,9,21,76,64,55,0
2602,8,5,23,66,7,10,3
2603,1,1,02,67,13,22,2
2604,22,28,12,80,199,138,2
2605,31,5,08,48,671,93,2
2606,1,1,06,139,3,1,6
2607,4,6,16,141,11,9,3
2608,4,2,22,102,20,2,6
2609,4,2,02,131,2,2,4
2610,5,15,17,92,7,7,6
2611,0,5,03,22,7,7,0
2612,6,8,14,64,41,61,0
2613,27,33,11,113,59,70,3
2614,7,3,22,87,29,10,1
2615,0,0,00,51,10,1,6
2616,0,1,04,27,0,3,1
2617,3,12,22,24,12,14,3
2618,4,5,11,30,20,34,2
2619,12,4,10,3,40,23,1
2620,2,0,01,107,1,1,5
2621,15,15,17,89,53,76,3
2622,1,1,23,104,4,1,6
2623,0,2,10,105,0,3,4
2624,5,4,23,79,22,7,2
2625,20,7,21,79,41,32,5
2626,0,0,00,92,0,1,0
2627,1,3,00,62,1,4,3
2628,74,82,16,113,153,152,4
2629,8,1,00,98,3,4,4
2630,29,20,17,70,78,128,0
2631,9,0,21,27,38,11,1
2632,4,2,18,144,9,10,5
2633,22,31,01,67,53,43,6
2634,0,6,23,27,11,10,4
2635,0,0,06,27,1,11,1
2636,8,3,08,43,36,33,5
2637,27,43,13,25,43,75,6
2638,27,36,15,43,57,51,1
2639,12,18,16,91,72,137,2
2640,23,13,10,68,63,93,2
2641,0,2,14,101,3,4,3
2642,20,9,08,91,258,117,4
2643,0,0,20,119,0,2,2
2644,9,7,20,7,5,10,5
2645,18,3,07,48,469,53,3
2646,31,9,11,73,34,32,4
2647,78,61,15,68,116,97,5
2648,11,21,20,67,148,185,1
2649,3,1,23,72,7,8,6
2650,36,12,02,139,7,20,6
2651,153,112,16,53,149,134,6
2652,0,1,00,6,1,2,1
2653,3,5,23,7,0,2,1
2654,4,5,17,15,21,20,4
2655,2,3,10,116,1,8,4
2656,12,17,15,3,19,34,2
2657,0,1,05,96,0,2,5
2658,24,21,13,84,50,46,3
2659,8,4,18,92,2,6,1
2660,50,27,09,67,278,104,4
2661,12,10,23,42,16,12,2
2662,38,12,18,69,124,30,4
2663,2,11,22,71,9,7,5
2664,4,6,13,115,11,16,0
2665,3,0,00,127,3,1,2
2666,105,112,18,53,146,147,5
2667,13,10,19,32,79,67,0
2668,29,25,01,46,18,18,6
2669,14,20,12,30,19,34,5
2670,1,1,02,137,2,1,2
2671,1,5,08,142,0,1,5
2672,0,0,07,100,4,23,1
2673,2,2,00,84,6,2,2
2674,13,5,10,43,54,46,2
2675,13,36,21,47,58,49,3
2676,36,36,14,75,88,82,2
2677,11,6,20,27,14,8,6
2678,2,0,14,110,3,5,3
2679,17,30,15,99,58,72,1
2680,0,0,06,45,13,32,4
2681,12,15,20,16,94,143,2
2682,10,4,09,44,71,78,3
2683,24,37,15,94,36,11,4
2684,16,14,17,96,48,41,6
2685,38,61,18,22,281,513,0
2686,31,37,02,52,14,13,6
2687,34,63,13,80,128,77,5
2688,7,19,11,69,32,12,3
2689,6,1,08,29,10,1,6
2690,6,0,06,110,13,1,1
2691,5,3,22,3,5,15,1
2692,11,20,16,24,29,121,1
2693,4,6,05,5,3,3,5
2694,17,15,19,4,91,55,2
2695,10,20,09,6,71,104,4
2696,21,5,15,96,50,36,3
2697,0,1,00,130,3,12,0
2698,10,3,07,73,28,16,4
2699,5,4,13,127,5,10,1
2700,3,4,06,33,18,24,3
2701,16,15,23,76,29,26,5
2702,9,8,19,133,38,31,0
2703,4,6,08,19,21,71,4
2704,11,12,07,22,17,7,6
2705,5,2,00,69,5,3,4
2706,10,10,23,7,5,5,5
2707,10,11,16,11,25,39,5
2708,3,3,23,112,1,6,1
2709,5,12,09,89,12,14,6
2710,6,9,11,14,28,19,6
2711,16,10,09,58,49,70,1
2712,29,14,17,137,51,47,5
2713,29,37,17,70,66,131,1
2714,16,17,14,139,30,20,3
2715,1,1,02,96,7,2,4
2716,0,0,12,109,0,1,6
2717,38,31,14,78,26,32,6
2718,10,17,00,33,21,43,4
2719,4,5,16,126,31,10,3
2720,0,1,01,72,1,3,0
2721,15,14,09,73,98,19,3
2722,0,3,05,57,3,53,3
2723,102,76,19,36,63,79,5
2724,77,76,18,113,232,241,0
2725,8,5,11,138,14,20,0
2726,0,1,05,39,2,1,6
2727,13,6,17,107,4,5,5
2728,121,119,14,44,20,23,6
2729,7,8,20,26,51,33,3
2730,3,0,01,137,8,5,2
2731,2,4,03,9,4,3,5
2732,22,17,13,24,26,20,2
2733,0,1,02,4,2,1,4
2734,6,2,10,137,37,32,3
2735,8,11,21,70,10,20,6
2736,5,3,17,104,79,12,2
2737,9,13,07,36,117,65,4
2738,19,37,21,33,93,114,2
2739,1,5,06,114,22,281,0
2740,4,1,10,83,6,15,4
2741,0,0,10,140,2,13,1
2742,10,18,15,8,26,14,0
2743,12,0,22,27,12,4,5
2744,17,12,10,3,20,14,5
2745,26,21,09,52,34,25,6
2746,60,68,14,99,46,43,5
2747,10,5,21,25,36,21,4
2748,0,3,05,69,0,4,1
2749,34,18,17,41,135,48,1
2750,8,10,02,69,4,4,5
2751,17,20,19,72,39,93,1
2752,29,33,13,73,48,33,1
2753,2,1,23,4,12,14,1
2754,7,9,16,19,43,41,3
2755,0,0,05,77,1,1,2
2756,8,21,12,115,27,15,3
2757,17,19,13,29,10,9,6
2758,2,1,13,107,3,2,4
2759,2,2,19,110,3,11,4
2760,0,1,03,132,0,2,0
2761,0,1,06,72,32,5,2
2762,92,83,15,113,108,82,4
2763,1,3,04,45,1,4,6
2764,12,14,20,25,50,26,0
2765,4,12,10,51,9,6,6
2766,25,14,22,81,31,32,4
2767,46,45,09,53,46,104,5
2768,9,10,10,132,33,15,0
2769,7,28,14,17,39,56,1
2770,7,10,15,117,2,1,5
2771,40,33,10,113,48,71,1
2772,5,0,21,140,9,5,2
2773,18,18,13,139,26,27,3
2774,2,5,14,110,3,1,4
2775,45,27,12,99,65,80,4
2776,5,7,23,86,5,2,5
2777,4,4,00,72,4,13,3
2778,18,27,16,131,65,49,4
2779,0,0,23,105,16,1,0
2780,1,1,00,143,0,4,2
2781,5,15,08,95,49,131,4
2782,35,35,17,59,30,37,6
2783,7,14,12,41,33,36,2
2784,7,1,08,63,24,151,2
2785,0,2,06,88,1,18,5
2786,2,0,00,94,1,4,1
2787,10,10,17,62,46,119,0
2788,2,0,22,29,5,13,6
2789,7,2,06,67,96,3,1
2790,0,1,00,136,5,1,6
2791,4,3,22,30,16,29,2
2792,0,5,19,11,10,50,4
2793,2,0,02,91,1,5,4
2794,0,1,17,100,9,15,4
2795,6,0,15,106,2,1,0
2796,1,0,07,130,23,4,3
2797,21,22,22,36,37,40,1
2798,9,12,00,58,10,6,6
2799,1,2,19,142,12,6,2
2800,5,4,03,14,1,2,5
2801,5,16,11,17,43,37,2
2802,3,1,10,26,38,49,1
2803,15,7,17,78,116,40,3
2804,0,2,05,47,6,24,4
2805,0,0,21,107,10,1,2
2806,0,0,23,83,5,3,0
2807,1,0,22,143,6,4,3
2808,9,5,23,88,41,22,2
2809,3,2,00,87,9,3,0
2810,6,9,00,39,8,7,3
2811,8,4,16,126,33,11,4
2812,3,4,17,140,25,10,1
2813,9,0,21,18,27,20,1
2814,29,56,18,139,64,42,5
2815,9,14,21,40,25,13,0
2816,44,76,18,36,238,319,1
2817,6,10,12,137,17,23,0
2818,34,9,08,84,250,40,2
2819,18,19,15,32,76,58,1
2820,2,4,06,55,5,3,5
2821,35,42,16,84,62,154,2
2822,0,2,10,93,3,8,2
2823,0,2,09,143,0,13,3
2824,23,26,18,24,57,125,3
2825,1,0,20,105,1,2,6
2826,19,20,17,129,41,27,4
2827,2,1,12,107,0,2,2
2828,13,11,20,12,11,11,5
2829,4,1,07,63,22,57,3
2830,20,15,11,112,81,84,4
2831,13,13,09,65,29,14,1
2832,9,5,00,95,25,10,6
2833,9,0,07,10,66,7,3
2834,13,14,20,88,101,29,1
2835,5,8,18,132,26,60,0
2836,8,13,22,22,17,45,0
2837,49,59,16,46,78,64,6
2838,1,2,06,47,1,4,6
2839,0,0,08,143,1,2,6
2840,1,2,00,31,1,2,1
2841,21,2,09,10,158,20,2
2842,0,1,07,143,1,12,2
2843,1,1,07,132,55,2,1
2844,12,11,15,26,95,30,2
2845,4,4,07,128,8,2,6
2846,0,0,05,138,1,4,4
2847,4,1,13,93,6,6,3
2848,47,37,18,103,155,167,1
2849,0,0,06,142,0,1,1
2850,6,6,18,62,20,60,4
2851,3,4,00,130,4,13,3
2852,20,25,13,10,69,48,0
2853,96,84,18,44,21,16,5
2854,11,6,01,39,16,6,6
2855,29,35,12,5,52,28,5
2856,1,2,02,128,1,6,2
2857,3,3,08,135,10,17,5
2858,1,1,07,127,6,43,1
2859,149,100,15,52,90,87,6
2860,7,13,10,32,47,83,2
2861,25,24,11,47,46,37,1
2862,21,9,14,64,49,82,2
2863,0,1,08,107,1,8,4
2864,3,2,20,18,10,15,6
2865,27,23,14,21,59,61,3
2866,4,2,23,127,7,6,5
2867,1,0,05,90,0,2,0
2868,10,1,06,36,54,18,4
2869,17,17,20,43,51,67,2
2870,1,2,07,96,7,10,5
2871,0,0,08,125,1,1,3
2872,2,5,09,39,30,132,3
2873,0,1,03,80,4,3,3
2874,0,0,03,44,0,1,3
2875,16,17,12,112,91,102,0
2876,1,2,20,63,30,18,1
2877,15,19,18,31,75,87,0
2878,36,44,02,47,25,12,6
2879,26,22,13,89,23,29,5
2880,0,0,03,74,2,1,2
2881,12,10,08,20,19,12,6
2882,4,11,11,141,5,8,6
2883,43,51,12,49,40,33,6
2884,0,1,06,116,1,8,2
2885,2,0,03,33,2,4,0
2886,3,1,19,15,25,11,2
2887,9,8,19,57,103,65,3
2888,0,2,15,105,2,5,3
2889,8,3,06,42,77,22,3
2890,2,1,14,143,2,2,0
2891,0,12,08,77,5,67,0
2892,3,0,23,31,2,12,0
2893,7,6,01,130,5,8,6
2894,13,22,14,129,8,13,4
2895,0,1,06,78,1,4,1
2896,24,22,15,89,29,32,6
2897,3,6,09,66,13,40,6
2898,28,25,11,57,37,61,6
2899,6,21,09,49,72,49,1
2900,38,52,14,47,63,48,2
2901,22,16,17,95,113,101,1
2902,11,3,18,71,79,16,2
2903,2,6,10,59,24,21,0
2904,0,9,06,73,28,4,4
2905,14,22,10,114,28,117,3
2906,0,0,09,119,1,1,1
2907,0,1,01,4,4,6,1
2908,21,8,09,64,210,43,3
2909,4,1,22,51,12,4,5
2910,1,1,05,32,7,10,3
2911,5,5,19,29,5,9,5
2912,0,0,18,122,8,1,0
2913,1,2,03,74,1,5,4
2914,49,67,17,98,260,55,0
2915,2,2,19,106,4,4,6
2916,50,69,17,84,51,57,5
2917,19,13,07,113,173,240,2
2918,0,2,13,101,1,1,6
2919,5,7,10,77,4,14,6
2920,0,0,22,7,0,4,0
2921,6,4,08,5,47,27,1
2922,15,20,09,98,34,96,4
2923,23,19,12,20,44,41,1
2924,1,5,14,135,18,16,1
2925,13,7,21,48,11,21,5
2926,6,5,17,127,62,15,2
2927,3,3,07,45,20,48,4
2928,5,3,21,62,14,12,2
2929,7,2,06,9,32,11,0
2930,14,27,10,68,59,107,4
2931,2,6,12,83,9,18,2
2932,9,10,15,7,19,22,0
2933,13,19,11,111,17,32,0
2934,23,16,20,68,116,107,4
2935,20,13,14,106,5,8,5
2936,1,0,02,145,0,1,6
2937,4,4,14,138,4,9,2
2938,43,33,12,73,49,38,4
2939,3,1,17,34,28,17,1
2940,4,2,04,53,12,13,5
2941,23,39,02,74,8,36,5
2942,21,19,19,81,64,111,1
2943,6,10,13,66,13,23,1
2944,13,12,16,26,146,83,3
2945,0,0,12,122,3,4,3
2946,0,0,07,117,11,5,0
2947,0,4,05,69,2,8,3
2948,9,7,13,18,34,16,4
2949,3,4,22,14,11,12,5
2950,0,0,23,105,7,1,3
2951,4,9,15,117,7,6,4
2952,63,47,18,44,16,24,6
2953,2,1,04,36,3,2,6
2954,0,0,09,145,2,1,2
2955,0,1,20,124,1,3,4
2956,12,10,20,16,78,118,0
2957,50,72,10,40,29,61,6
2958,13,18,22,88,57,34,4
2959,6,9,08,96,57,155,1
2960,21,15,09,44,22,19,5
2961,38,29,14,40,77,55,1
2962,36,43,17,20,250,173,2
2963,0,2,09,100,11,13,0
2964,0,11,21,133,45,20,2
2965,12,19,08,131,35,87,0
2966,2,2,15,51,17,12,2
2967,1,7,02,128,5,5,3
2968,2,10,14,87,47,30,4
2969,0,5,12,104,3,5,4
2970,3,11,11,4,34,41,0
2971,0,2,16,136,9,34,4
2972,4,1,17,122,8,5,4
2973,39,57,14,7,21,24,5
2974,0,0,00,134,4,1,2
2975,0,1,07,104,5,23,1
2976,7,2,21,94,16,12,0
2977,8,14,17,133,67,56,1
2978,24,23,02,33,18,23,5
2979,1,2,12,34,7,9,2
2980,13,15,13,45,45,49,1
2981,3,0,12,51,19,22,0
2982,3,5,15,143,6,3,5
2983,11,16,22,20,7,12,6
2984,5,3,23,31,7,5,3
2985,48,25,17,111,377,81,4
2986,2,0,11,116,7,10,3
2987,2,3,07,137,52,59,3
2988,9,27,11,39,72,84,5
2989,28,47,00,33,27,30,6
2990,4,5,00,103,6,16,3
2991,6,5,23,26,21,12,2
2992,2,0,00,110,1,2,4
2993,8,5,19,62,7,15,6
2994,21,18,11,40,48,28,2
2995,10,24,10,21,61,55,1
